2024-01-01 00:00:00,마을 버스,2024-01-01 00:10:00
2024-01-01 01:57:00,시내 버스,2024-01-01 02:36:00
2024-01-01 02:44:00,시내 버스,2024-01-01 03:41:00
2024-01-01 05:04:00,시내 버스,2024-01-01 06:33:00
2024-01-01 08:02:00,마을 버스,2024-01-01 08:46:00
2024-01-01 09:18:00,광역 버스,2024-01-01 11:10:00
2024-01-01 12:56:00,시내 버스,2024-01-01 13:44:00
2024-01-01 15:16:00,마을 버스,2024-01-01 16:44:00
2024-01-01 18:13:00,시내 버스,2024-01-01 19:26:00
2024-01-01 19:47:00,마을 버스,2024-01-01 20:25:00
2024-01-01 21:23:00,광역 버스,2024-01-01 21:58:00
2024-01-01 22:02:00,광역 버스,2024-01-01 23:12:00
2024-01-02 01:07:00,지하철 1호선,2024-01-02 01:54:00
2024-01-02 02:01:00,광역 버스,2024-01-02 03:38:00
2024-01-02 05:37:00,시내 버스,2024-01-02 06:20:00
2024-01-02 07:29:00,마을 버스,2024-01-02 08:25:00
2024-01-02 10:18:00,광역 버스,2024-01-02 11:43:00
2024-01-02 13:01:00,지하철 5호선,2024-01-02 14:48:00
2024-01-02 15:55:00,광역 버스,2024-01-02 17:46:00
2024-01-02 18:35:00,시내 버스,2024-01-02 20:02:00
2024-01-02 20:04:00,시내 버스,2024-01-02 21:59:00
2024-01-02 23:03:00,시내 버스,2024-01-03 00:14:00
2024-01-03 01:16:00,광역 버스,2024-01-03 02:23:00
2024-01-03 02:36:00,마을 버스,2024-01-03 04:29:00
2024-01-03 05:55:00,지하철 2호선,2024-01-03 07:44:00
2024-01-03 08:10:00,시내 버스,2024-01-03 09:38:00
2024-01-03 10:56:00,광역 버스,2024-01-03 11:42:00
2024-01-03 12:05:00,시내 버스,2024-01-03 12:46:00
2024-01-03 13:20:00,마을 버스,2024-01-03 13:57:00
2024-01-03 14:54:00,지하철 7호선,2024-01-03 16:39:00
2024-01-03 18:06:00,마을 버스,2024-01-03 18:16:00
2024-01-03 20:05:00,광역 버스,2024-01-03 20:27:00
2024-01-03 22:24:00,지하철 8호선,2024-01-03 23:55:00
2024-01-03 23:56:00,광역 버스,2024-01-04 00:50:00
2024-01-04 00:52:00,광역 버스,2024-01-04 01:30:00
2024-01-04 02:21:00,광역 버스,2024-01-04 03:36:00
2024-01-04 04:05:00,마을 버스,2024-01-04 05:07:00
2024-01-04 06:38:00,광역 버스,2024-01-04 07:08:00
2024-01-04 08:54:00,시내 버스,2024-01-04 09:45:00
2024-01-04 11:02:00,지하철 2호선,2024-01-04 11:55:00
2024-01-04 12:14:00,지하철 4호선,2024-01-04 12:42:00
2024-01-04 14:22:00,마을 버스,2024-01-04 14:37:00
2024-01-04 15:30:00,마을 버스,2024-01-04 15:56:00
2024-01-04 16:13:00,광역 버스,2024-01-04 17:28:00
2024-01-04 17:37:00,시내 버스,2024-01-04 19:29:00
2024-01-04 19:49:00,지하철 3호선,2024-01-04 21:21:00
2024-01-04 21:36:00,지하철 3호선,2024-01-04 22:31:00
2024-01-05 00:18:00,시내 버스,2024-01-05 00:39:00
2024-01-05 02:20:00,마을 버스,2024-01-05 03:06:00
2024-01-05 05:05:00,시내 버스,2024-01-05 07:04:00
2024-01-05 08:12:00,시내 버스,2024-01-05 09:11:00
2024-01-05 10:42:00,지하철 5호선,2024-01-05 10:57:00
2024-01-05 12:57:00,광역 버스,2024-01-05 14:17:00
2024-01-05 15:14:00,마을 버스,2024-01-05 15:41:00
2024-01-05 16:58:00,지하철 7호선,2024-01-05 18:10:00
2024-01-05 19:17:00,마을 버스,2024-01-05 20:04:00
2024-01-05 20:16:00,시내 버스,2024-01-05 21:56:00
2024-01-05 22:54:00,지하철 5호선,2024-01-05 23:33:00
2024-01-06 00:50:00,마을 버스,2024-01-06 01:52:00
2024-01-06 03:35:00,지하철 2호선,2024-01-06 05:07:00
2024-01-06 06:36:00,마을 버스,2024-01-06 07:16:00
2024-01-06 07:23:00,시내 버스,2024-01-06 07:38:00
2024-01-06 08:59:00,시내 버스,2024-01-06 09:45:00
2024-01-06 10:25:00,마을 버스,2024-01-06 11:41:00
2024-01-06 12:41:00,지하철 1호선,2024-01-06 14:17:00
2024-01-06 16:06:00,지하철 6호선,2024-01-06 17:27:00
2024-01-06 19:04:00,시내 버스,2024-01-06 20:40:00
2024-01-06 22:12:00,시내 버스,2024-01-06 23:48:00
2024-01-07 00:05:00,지하철 5호선,2024-01-07 01:30:00
2024-01-07 02:18:00,시내 버스,2024-01-07 02:57:00
2024-01-07 03:10:00,마을 버스,2024-01-07 03:38:00
2024-01-07 04:54:00,지하철 7호선,2024-01-07 06:10:00
2024-01-07 06:50:00,지하철 8호선,2024-01-07 08:29:00
2024-01-07 09:28:00,마을 버스,2024-01-07 11:23:00
2024-01-07 12:10:00,시내 버스,2024-01-07 13:28:00
2024-01-07 14:43:00,광역 버스,2024-01-07 16:12:00
2024-01-07 17:19:00,시내 버스,2024-01-07 19:12:00
2024-01-07 20:54:00,지하철 3호선,2024-01-07 22:54:00
2024-01-07 23:05:00,광역 버스,2024-01-08 00:15:00
2024-01-08 02:15:00,마을 버스,2024-01-08 02:57:00
2024-01-08 04:24:00,마을 버스,2024-01-08 05:18:00
2024-01-08 05:36:00,마을 버스,2024-01-08 06:58:00
2024-01-08 08:31:00,지하철 8호선,2024-01-08 09:15:00
2024-01-08 09:36:00,광역 버스,2024-01-08 10:53:00
2024-01-08 11:16:00,마을 버스,2024-01-08 11:40:00
2024-01-08 12:55:00,지하철 4호선,2024-01-08 14:42:00
2024-01-08 16:32:00,지하철 3호선,2024-01-08 16:55:00
2024-01-08 17:49:00,광역 버스,2024-01-08 18:03:00
2024-01-08 19:59:00,시내 버스,2024-01-08 21:53:00
2024-01-08 22:31:00,마을 버스,2024-01-09 00:15:00
2024-01-09 00:33:00,시내 버스,2024-01-09 02:14:00
2024-01-09 02:34:00,지하철 9호선,2024-01-09 04:34:00
2024-01-09 06:10:00,마을 버스,2024-01-09 08:02:00
2024-01-09 08:55:00,마을 버스,2024-01-09 10:43:00
2024-01-09 11:38:00,마을 버스,2024-01-09 12:14:00
2024-01-09 13:18:00,시내 버스,2024-01-09 15:09:00
2024-01-09 15:50:00,지하철 4호선,2024-01-09 16:52:00
2024-01-09 18:32:00,마을 버스,2024-01-09 20:10:00
2024-01-09 20:22:00,시내 버스,2024-01-09 21:00:00
2024-01-09 22:27:00,광역 버스,2024-01-09 23:03:00
2024-01-10 00:10:00,시내 버스,2024-01-10 00:22:00
2024-01-10 01:16:00,지하철 2호선,2024-01-10 02:41:00
2024-01-10 04:24:00,마을 버스,2024-01-10 04:51:00
2024-01-10 06:49:00,마을 버스,2024-01-10 07:16:00
2024-01-10 09:04:00,시내 버스,2024-01-10 10:02:00
2024-01-10 10:18:00,시내 버스,2024-01-10 11:13:00
2024-01-10 11:24:00,마을 버스,2024-01-10 11:35:00
2024-01-10 12:26:00,지하철 8호선,2024-01-10 14:23:00
2024-01-10 14:53:00,시내 버스,2024-01-10 16:24:00
2024-01-10 17:33:00,지하철 8호선,2024-01-10 19:03:00
2024-01-10 19:34:00,광역 버스,2024-01-10 20:12:00
